Shop,Game,Bet Slips,First Slip Issued,Last Slip Issued,Currency,Paid In,Withholding Tax,Paid Out,Gross Win,GW Margin %,Winnings - Unpaid,Net Win,Net Win Margin %
Randburg,Numbers,80994,2024/07/01 08:23,2024/07/28 19:41,ZAR,740026.89,0,-667023.16,73003.73,9.87,0.0,73003.73,9.87
Randburg,SIS 15s & 39s,264,2024/07/01 06:19,2024/07/28 18:41,ZAR,8338.37,0,-7432.44,905.93,10.86,0.0,905.93,10.86
Randburg,BetGames Lucky 5,1974,2024/07/01 06:12,2024/07/28 20:52,ZAR,53357.1,0,-37987.72,15369.38,28.8,0.0,15369.38,28.8
Randburg,BetGames Lucky 6,2076,2024/07/01 08:22,2024/07/28 21:16,ZAR,52651.53,0,-45497.41,7154.12,13.59,80.21,7073.91,13.44
Randburg,BetGames Lucky 7,3794,2024/07/01 07:22,2024/07/28 18:45,ZAR,146820.93,0,-122476.64,24344.29,16.58,0.0,24344.29,16.58
Randburg,Horse Racing,1094,2024/07/01 07:35,2024/07/28 21:54,ZAR,27019.43,0,-20472.96,6546.47,24.23,0.0,6546.47,24.23
Randburg,1904,4278,2024/07/01 09:16,2024/07/28 19:31,ZAR,40937.06,0,-33961.33,6975.73,17.04,0.0,6975.73,17.04
Randburg,1906,1341,2024/07/01 06:45,2024/07/28 21:58,ZAR,49127.85,0,-44467.99,4659.86,9.49,31.84,4628.02,9.42
Randburg,Live,2791,2024/07/01 08:49,2024/07/28 19:52,ZAR,66242.93,0,-50723.49,15519.44,23.43,134.38,15385.06,23.23
Randburg,Prematch,2196,2024/07/01 06:47,2024/07/28 18:55,ZAR,38829.94,0,-31932.62,6897.32,17.76,80.03,6817.29,17.56
White River,Multi-games,4928,2024/07/01 07:41,2024/07/28 20:15,ZAR,122845.13,0,-105911.37,16933.76,13.78,0.0,16933.76,13.78
White River,Lucky #1 (4min),1479,2024/07/01 09:35,2024/07/28 19:16,ZAR,50000.55,0,-42783.82,7216.73,14.43,0.0,7216.73,14.43
White River,Keno - Big 20,4580,2024/07/01 07:54,2024/07/28 21:47,ZAR,52350.58,0,-38263.44,14087.14,26.91,0.0,14087.14,26.91
White River,Numbers,86856,2024/07/01 07:30,2024/07/28 18:11,ZAR,2083683.03,0,-1585543.16,498139.87,23.91,0.0,498139.87,23.91
White River,SIS 15s & 39s,1989,2024/07/01 09:32,2024/07/28 19:34,ZAR,73363.42,0,-49351.71,24011.71,32.73,0.0,24011.71,32.73
White River,BetGames Lucky 5,2693,2024/07/01 08:12,2024/07/28 18:14,ZAR,61911.4,0,-41717.66,20193.74,32.62,0.0,20193.74,32.62
White River,BetGames Lucky 6,3081,2024/07/01 09:36,2024/07/28 20:37,ZAR,93311.49,0,-72602.4,20709.09,22.19,0.0,20709.09,22.19
White River,BetGames Lucky 7,2490,2024/07/01 09:47,2024/07/28 20:36,ZAR,90436.09,0,-65202.07,25234.02,27.9,0.0,25234.02,27.9
White River,Horse Racing,494,2024/07/01 07:13,2024/07/28 19:32,ZAR,5280.41,0,-3644.81,1635.6,30.97,14.03,1621.57,30.71
White River,1904,4624,2024/07/01 06:14,2024/07/28 20:41,ZAR,36129.22,0,-29133.9,6995.32,19.36,0.0,6995.32,19.36
White River,1906,2025,2024/07/01 08:42,2024/07/28 19:17,ZAR,20273.01,0,-15564.19,4708.82,23.23,0.0,4708.82,23.23
White River,Live,4733,2024/07/01 09:49,2024/07/28 19:36,ZAR,160511.56,0,-147697.06,12814.5,7.98,0.0,12814.5,7.98
White River,Prematch,1847,2024/07/01 09:32,2024/07/28 20:40,ZAR,15353.01,0,-11043.23,4309.78,28.07,0.0,4309.78,28.07
Malvern,Multi-games,4990,2024/08/01 08:34,2024/08/28 20:22,ZAR,176499.5,0,-160913.41,15586.09,8.83,0.0,15586.09,8.83
Malvern,Lucky #1 (4min),1300,2024/08/01 09:43,2024/08/28 18:27,ZAR,14640.17,0,-12223.61,2416.56,16.51,12.08,2404.48,16.42
Malvern,Keno - Big 20,4031,2024/08/01 06:17,2024/08/28 18:44,ZAR,45745.38,0,-40257.84,5487.54,12.0,0.0,5487.54,12.0
Malvern,Numbers,30508,2024/08/01 06:43,2024/08/28 19:34,ZAR,970221.89,0,-795761.52,174460.37,17.98,0.0,174460.37,17.98
Malvern,SIS 15s & 39s,2178,2024/08/01 09:39,2024/08/28 19:54,ZAR,33119.97,0,-25087.52,8032.45,24.25,0.0,8032.45,24.25
Malvern,BetGames Lucky 5,1594,2024/08/01 07:27,2024/08/28 18:16,ZAR,46419.15,0,-34687.58,11731.57,25.27,0.0,11731.57,25.27
Malvern,BetGames Lucky 6,429,2024/08/01 08:24,2024/08/28 20:39,ZAR,15345.64,0,-10164.57,5181.07,33.76,0.0,5181.07,33.76
Malvern,BetGames Lucky 7,55,2024/08/01 07:58,2024/08/28 19:30,ZAR,1592.48,0,-1506.61,85.87,5.39,0.0,85.87,5.39
Malvern,Horse Racing,3818,2024/08/01 08:36,2024/08/28 20:55,ZAR,94529.7,0,-82027.19,12502.51,13.23,117.54,12384.97,13.1
Malvern,1904,1408,2024/08/01 07:32,2024/08/28 19:34,ZAR,43276.15,0,-40417.36,2858.79,6.61,0.0,2858.79,6.61
Malvern,1906,3622,2024/08/01 07:18,2024/08/28 20:24,ZAR,64377.69,0,-48689.68,15688.01,24.37,0.0,15688.01,24.37
Malvern,Live,4965,2024/08/01 09:21,2024/08/28 21:31,ZAR,193289.69,0,-127308.7,65980.99,34.14,690.69,65290.3,33.78
Malvern,Prematch,165,2024/08/01 07:40,2024/08/28 18:12,ZAR,936.39,0,-788.98,147.41,15.74,2.53,144.88,15.47
Potchefstroom,Multi-games,3082,2024/08/01 06:20,2024/08/28 19:13,ZAR,59874.93,0,-40676.03,19198.9,32.07,115.96,19082.94,31.87
Potchefstroom,Lucky #1 (4min),2053,2024/08/01 06:26,2024/08/28 21:20,ZAR,48013.16,0,-44446.44,3566.72,7.43,0.0,3566.72,7.43
Potchefstroom,Keno - Big 20,2260,2024/08/01 09:46,2024/08/28 21:51,ZAR,54768.77,0,-45316.05,9452.72,17.26,0.0,9452.72,17.26
Potchefstroom,Numbers,140110,2024/08/01 08:29,2024/08/28 20:46,ZAR,783088.43,0,-719276.2,63812.23,8.15,0.0,63812.23,8.15
Potchefstroom,SIS 15s & 39s,4673,2024/08/01 07:48,2024/08/28 18:13,ZAR,148710.1,0,-116753.37,31956.73,21.49,0.0,31956.73,21.49
Potchefstroom,BetGames Lucky 5,2906,2024/08/01 06:16,2024/08/28 18:34,ZAR,42054.17,0,-38142.58,3911.59,9.3,0.0,3911.59,9.3
Potchefstroom,BetGames Lucky 6,3868,2024/08/01 06:11,2024/08/28 21:49,ZAR,53570.5,0,-48607.89,4962.61,9.26,0.0,4962.61,9.26
Potchefstroom,BetGames Lucky 7,4267,2024/08/01 08:18,2024/08/28 19:51,ZAR,130447.48,0,-98677.4,31770.08,24.35,0.0,31770.08,24.35
Potchefstroom,Horse Racing,2096,2024/08/01 08:52,2024/08/28 20:40,ZAR,83601.3,0,-64592.1,19009.2,22.74,0.0,19009.2,22.74
Potchefstroom,1904,2750,2024/08/01 07:16,2024/08/28 19:19,ZAR,82828.85,0,-58705.14,24123.71,29.12,0.0,24123.71,29.12
Potchefstroom,1906,2608,2024/08/01 07:26,2024/08/28 21:32,ZAR,34831.22,0,-25781.52,9049.7,25.98,0.0,9049.7,25.98
Potchefstroom,Live,2070,2024/08/01 07:25,2024/08/28 20:30,ZAR,62506.67,0,-43269.2,19237.47,30.78,82.01,19155.46,30.65
Potchefstroom,Prematch,2876,2024/08/01 08:43,2024/08/28 18:53,ZAR,15075.36,0,-13973.68,1101.68,7.31,0.0,1101.68,7.31
Pretoria,Multi-games,4612,2024/08/01 09:48,2024/08/28 20:44,ZAR,169031.19,0,-114955.94,54075.25,31.99,0.0,54075.25,31.99
Pretoria,Lucky #1 (4min),2703,2024/08/01 09:58,2024/08/28 19:44,ZAR,44281.7,0,-40308.46,3973.24,8.97,0.0,3973.24,8.97
Pretoria,Keno - Big 20,852,2024/08/01 06:11,2024/08/28 21:39,ZAR,33153.44,0,-28563.03,4590.41,13.85,0.0,4590.41,13.85
Pretoria,Numbers,85910,2024/08/01 08:41,2024/08/28 21:39,ZAR,936508.77,0,-648167.95,288340.82,30.79,0.0,288340.82,30.79
Pretoria,SIS 15s & 39s,2983,2024/08/01 06:52,2024/08/28 18:39,ZAR,60559.44,0,-50515.38,10044.06,16.59,0.0,10044.06,16.59
Pretoria,BetGames Lucky 5,233,2024/08/01 09:19,2024/08/28 20:54,ZAR,7291.75,0,-5874.63,1417.12,19.43,0.0,1417.12,19.43
Pretoria,BetGames Lucky 6,2721,2024/08/01 08:10,2024/08/28 20:37,ZAR,102235.67,0,-75089.62,27146.05,26.55,0.0,27146.05,26.55
Pretoria,BetGames Lucky 7,1538,2024/08/01 06:55,2024/08/28 19:30,ZAR,57117.8,0,-39444.33,17673.47,30.94,285.67,17387.8,30.44
Pretoria,Horse Racing,2538,2024/08/01 08:52,2024/08/28 20:36,ZAR,43993.76,0,-31106.84,12886.92,29.29,0.0,12886.92,29.29
Pretoria,1904,1481,2024/08/01 09:50,2024/08/28 20:26,ZAR,29789.63,0,-20315.3,9474.33,31.8,0.0,9474.33,31.8
Pretoria,1906,4046,2024/08/01 09:34,2024/08/28 18:21,ZAR,40480.3,0,-28349.33,12130.97,29.97,225.31,11905.66,29.41
Pretoria,Live,655,2024/08/01 08:38,2024/08/28 19:29,ZAR,12910.92,0,-9173.95,3736.97,28.94,0.0,3736.97,28.94
Pretoria,Prematch,379,2024/08/01 07:10,2024/08/28 18:33,ZAR,9536.2,0,-6406.23,3129.97,32.82,0.0,3129.97,32.82
Randburg,Multi-games,330,2024/08/01 06:42,2024/08/28 18:53,ZAR,10139.5,0,-6781.26,3358.24,33.12,0.0,3358.24,33.12
Randburg,Lucky #1 (4min),2521,2024/08/01 08:36,2024/08/28 19:39,ZAR,38821.95,0,-34525.18,4296.77,11.07,61.86,4234.91,10.91
Randburg,Keno - Big 20,646,2024/08/01 07:35,2024/08/28 19:15,ZAR,7279.64,0,-6348.36,931.28,12.79,0.0,931.28,12.79
Randburg,Numbers,79888,2024/08/01 09:29,2024/08/28 19:10,ZAR,932428.43,0,-714547.62,217880.81,23.37,0.0,217880.81,23.37
Randburg,SIS 15s & 39s,2397,2024/08/01 08:23,2024/08/28 20:39,ZAR,32919.3,0,-30631.41,2287.89,6.95,0.0,2287.89,6.95
Randburg,BetGames Lucky 5,3370,2024/08/01 06:37,2024/08/28 18:44,ZAR,117154.38,0,-103779.3,13375.08,11.42,0.0,13375.08,11.42
Randburg,BetGames Lucky 6,1926,2024/08/01 07:42,2024/08/28 21:12,ZAR,16917.87,0,-13814.68,3103.19,18.34,0.0,3103.19,18.34
Randburg,BetGames Lucky 7,2463,2024/08/01 09:11,2024/08/28 19:18,ZAR,36585.96,0,-25391.86,11194.1,30.6,0.0,11194.1,30.6
Randburg,Horse Racing,2877,2024/08/01 08:39,2024/08/28 19:12,ZAR,108849.39,0,-73787.42,35061.97,32.21,657.82,34404.15,31.61
Randburg,1904,1688,2024/08/01 09:58,2024/08/28 21:34,ZAR,41835.36,0,-30857.32,10978.04,26.24,213.41,10764.63,25.73
Randburg,1906,4814,2024/08/01 07:27,2024/08/28 20:41,ZAR,134452.36,0,-121508.54,12943.82,9.63,0.0,12943.82,9.63
Randburg,Live,4117,2024/08/01 08:31,2024/08/28 19:40,ZAR,111805.28,0,-97998.31,13806.97,12.35,0.0,13806.97,12.35
Randburg,Prematch,655,2024/08/01 09:10,2024/08/28 19:42,ZAR,24675.73,0,-22559.31,2116.42,8.58,0.0,2116.42,8.58
White River,Multi-games,338,2024/08/01 06:15,2024/08/28 18:37,ZAR,13280.39,0,-12020.15,1260.24,9.49,0.0,1260.24,9.49
White River,Lucky #1 (4min),4272,2024/08/01 07:32,2024/08/28 19:54,ZAR,67388.34,0,-43890.94,23497.4,34.87,23.2,23474.2,34.83
White River,Keno - Big 20,2413,2024/08/01 07:52,2024/08/28 19:18,ZAR,26468.8,0,-21056.7,5412.1,20.45,0.0,5412.1,20.45
White River,Numbers,31203,2024/08/01 09:48,2024/08/28 21:45,ZAR,1233685.6,0,-1001689.91,231995.69,18.81,0.0,231995.69,18.81
White River,SIS 15s & 39s,4380,2024/08/01 09:35,2024/08/28 20:48,ZAR,123498.66,0,-114545.26,8953.4,7.25,0.0,8953.4,7.25
White River,BetGames Lucky 5,2530,2024/08/01 06:47,2024/08/28 21:41,ZAR,91183.08,0,-84381.95,6801.13,7.46,0.0,6801.13,7.46
White River,BetGames Lucky 6,721,2024/08/01 09:24,2024/08/28 19:23,ZAR,24252.29,0,-21609.29,2643.0,10.9,0.0,2643.0,10.9
White River,BetGames Lucky 7,642,2024/08/01 07:48,2024/08/28 19:15,ZAR,15151.33,0,-14142.69,1008.64,6.66,0.0,1008.64,6.66
White River,Horse Racing,243,2024/08/01 06:31,2024/08/28 18:14,ZAR,5813.68,0,-4844.67,969.01,16.67,0.0,969.01,16.67
White River,1904,4709,2024/08/01 06:37,2024/08/28 18:46,ZAR,166646.7,0,-153411.62,13235.08,7.94,0.0,13235.08,7.94
White River,1906,2090,2024/08/01 09:17,2024/08/28 19:50,ZAR,21001.44,0,-18010.28,2991.16,14.24,0.0,2991.16,14.24
White River,Live,3545,2024/08/01 08:36,2024/08/28 18:51,ZAR,103483.49,0,-98196.45,5287.04,5.11,0.0,5287.04,5.11
White River,Prematch,968,2024/08/01 09:50,2024/08/28 18:15,ZAR,27466.88,0,-20260.83,7206.05,26.24,0.0,7206.05,26.24
Malvern,Multi-games,1508,2024/09/01 06:40,2024/09/28 18:52,ZAR,18420.66,0,-17417.03,1003.63,5.45,0.0,1003.63,5.45
Malvern,Lucky #1 (4min),153,2024/09/01 07:32,2024/09/28 19:18,ZAR,5874.14,0,-5056.3,817.84,13.92,0.0,817.84,13.92
Malvern,Keno - Big 20,1212,2024/09/01 06:17,2024/09/28 19:53,ZAR,10947.42,0,-8321.87,2625.55,23.98,34.81,2590.74,23.67
Malvern,Numbers,118034,2024/09/01 07:23,2024/09/28 18:40,ZAR,2916704.81,0,-2568366.21,348338.6,11.94,3275.88,345062.72,11.83
Malvern,SIS 15s & 39s,3623,2024/09/01 07:24,2024/09/28 19:47,ZAR,49490.3,0,-34250.23,15240.07,30.79,0.0,15240.07,30.79
Malvern,BetGames Lucky 5,1836,2024/09/01 07:29,2024/09/28 20:58,ZAR,55349.41,0,-37088.97,18260.44,32.99,0.0,18260.44,32.99
Malvern,BetGames Lucky 6,2607,2024/09/01 06:58,2024/09/28 18:54,ZAR,34241.05,0,-27525.86,6715.19,19.61,0.0,6715.19,19.61
Malvern,BetGames Lucky 7,1547,2024/09/01 06:11,2024/09/28 18:10,ZAR,53971.6,0,-35579.68,18391.92,34.08,0.0,18391.92,34.08
Malvern,Horse Racing,1743,2024/09/01 08:52,2024/09/28 19:33,ZAR,35277.64,0,-32152.91,3124.73,8.86,0.0,3124.73,8.86
Malvern,1904,3067,2024/09/01 08:41,2024/09/28 20:23,ZAR,45763.59,0,-42202.11,3561.48,7.78,0.0,3561.48,7.78
Malvern,1906,2938,2024/09/01 07:24,2024/09/28 19:23,ZAR,88052.46,0,-57681.53,30370.93,34.49,0.0,30370.93,34.49
Malvern,Live,2732,2024/09/01 09:37,2024/09/28 19:43,ZAR,105575.88,0,-95002.61,10573.27,10.01,0.0,10573.27,10.01
Malvern,Prematch,1503,2024/09/01 08:20,2024/09/28 18:47,ZAR,26396.48,0,-21864.23,4532.25,17.17,0.0,4532.25,17.17
Potchefstroom,Multi-games,4414,2024/09/01 06:22,2024/09/28 19:35,ZAR,90373.2,0,-84938.19,5435.01,6.01,0.0,5435.01,6.01
Potchefstroom,Lucky #1 (4min),316,2024/09/01 06:24,2024/09/28 18:34,ZAR,2429.99,0,-2076.77,353.22,14.54,0.0,353.22,14.54
Potchefstroom,Keno - Big 20,1920,2024/09/01 06:46,2024/09/28 19:22,ZAR,39428.68,0,-26340.08,13088.6,33.2,0.0,13088.6,33.2
Potchefstroom,Numbers,43705,2024/09/01 08:35,2024/09/28 18:36,ZAR,1126709.99,0,-1052552.84,74157.15,6.58,0.0,74157.15,6.58
Potchefstroom,SIS 15s & 39s,332,2024/09/01 07:34,2024/09/28 19:52,ZAR,6545.34,0,-4257.0,2288.34,34.96,0.0,2288.34,34.96
Potchefstroom,BetGames Lucky 5,4768,2024/09/01 08:53,2024/09/28 20:31,ZAR,25686.17,0,-19158.55,6527.62,25.41,0.0,6527.62,25.41
Potchefstroom,BetGames Lucky 6,3054,2024/09/01 08:46,2024/09/28 18:29,ZAR,48815.49,0,-41305.15,7510.34,15.39,0.0,7510.34,15.39
Potchefstroom,BetGames Lucky 7,2724,2024/09/01 07:19,2024/09/28 19:55,ZAR,42206.77,0,-29038.26,13168.51,31.2,0.0,13168.51,31.2
Potchefstroom,Horse Racing,1114,2024/09/01 07:27,2024/09/28 19:31,ZAR,36349.3,0,-27881.22,8468.08,23.3,0.0,8468.08,23.3
Potchefstroom,1904,4686,2024/09/01 06:10,2024/09/28 19:31,ZAR,72101.27,0,-56016.62,16084.65,22.31,245.56,15839.09,21.97
Potchefstroom,1906,3341,2024/09/01 08:58,2024/09/28 21:30,ZAR,74135.24,0,-55527.46,18607.78,25.1,88.37,18519.41,24.98
Potchefstroom,Live,355,2024/09/01 07:38,2024/09/28 21:16,ZAR,7080.06,0,-5400.14,1679.92,23.73,0.0,1679.92,23.73
Potchefstroom,Prematch,5000,2024/09/01 09:14,2024/09/28 20:33,ZAR,135684.79,0,-126981.98,8702.81,6.41,0.0,8702.81,6.41
Pretoria,Multi-games,1627,2024/09/01 06:27,2024/09/28 18:50,ZAR,15514.1,0,-10998.99,4515.11,29.1,55.5,4459.61,28.75
Pretoria,Lucky #1 (4min),1693,2024/09/01 06:42,2024/09/28 19:10,ZAR,52343.36,0,-41601.59,10741.77,20.52,0.0,10741.77,20.52
Pretoria,Keno - Big 20,2070,2024/09/01 08:35,2024/09/28 20:59,ZAR,76287.86,0,-51276.99,25010.87,32.78,428.87,24582.0,32.22
Pretoria,Numbers,130821,2024/09/01 08:21,2024/09/28 21:51,ZAR,1439582.84,0,-1290450.35,149132.49,10.36,0.0,149132.49,10.36
Pretoria,SIS 15s & 39s,879,2024/09/01 08:55,2024/09/28 21:54,ZAR,14108.67,0,-11506.87,2601.8,18.44,0.0,2601.8,18.44
Pretoria,BetGames Lucky 5,1200,2024/09/01 07:58,2024/09/28 19:12,ZAR,46194.63,0,-31625.48,14569.15,31.54,207.59,14361.56,31.09
Pretoria,BetGames Lucky 6,4520,2024/09/01 07:50,2024/09/28 21:48,ZAR,58896.12,0,-43274.08,15622.04,26.52,0.0,15622.04,26.52
Pretoria,BetGames Lucky 7,573,2024/09/01 08:49,2024/09/28 18:15,ZAR,9365.55,0,-7363.7,2001.85,21.37,0.0,2001.85,21.37
Pretoria,Horse Racing,1301,2024/09/01 07:19,2024/09/28 18:37,ZAR,50163.45,0,-41373.2,8790.25,17.52,0.0,8790.25,17.52
Pretoria,1904,1386,2024/09/01 08:15,2024/09/28 21:31,ZAR,13248.69,0,-9485.01,3763.68,28.41,22.44,3741.24,28.24
Pretoria,1906,578,2024/09/01 08:51,2024/09/28 18:40,ZAR,20301.48,0,-17013.89,3287.59,16.19,0.0,3287.59,16.19
Pretoria,Live,4217,2024/09/01 08:20,2024/09/28 21:32,ZAR,146401.13,0,-112383.89,34017.24,23.24,0.0,34017.24,23.24
Pretoria,Prematch,4354,2024/09/01 09:10,2024/09/28 19:51,ZAR,127450.45,0,-112637.97,14812.48,11.62,0.0,14812.48,11.62
Randburg,Multi-games,3844,2024/09/01 08:15,2024/09/28 21:23,ZAR,102803.18,0,-94139.14,8664.04,8.43,160.87,8503.17,8.27
Randburg,Lucky #1 (4min),585,2024/09/01 08:45,2024/09/28 20:54,ZAR,20248.43,0,-18935.56,1312.87,6.48,0.0,1312.87,6.48
Randburg,Keno - Big 20,242,2024/09/01 07:57,2024/09/28 19:16,ZAR,8217.31,0,-7221.8,995.51,12.11,17.72,977.79,11.9
Randburg,Numbers,128491,2024/09/01 09:40,2024/09/28 20:17,ZAR,3057650.45,0,-2178210.22,879440.23,28.76,0.0,879440.23,28.76
Randburg,SIS 15s & 39s,2262,2024/09/01 06:17,2024/09/28 19:56,ZAR,82099.55,0,-65461.97,16637.58,20.27,0.0,16637.58,20.27
Randburg,BetGames Lucky 5,1442,2024/09/01 09:20,2024/09/28 21:43,ZAR,13797.69,0,-9891.22,3906.47,28.31,0.0,3906.47,28.31
Randburg,BetGames Lucky 6,3013,2024/09/01 07:34,2024/09/28 20:16,ZAR,58687.94,0,-44199.11,14488.83,24.69,0.0,14488.83,24.69
Randburg,BetGames Lucky 7,1833,2024/09/01 08:34,2024/09/28 20:29,ZAR,11128.48,0,-8271.6,2856.88,25.67,0.0,2856.88,25.67
Randburg,Horse Racing,4308,2024/09/01 06:10,2024/09/28 20:11,ZAR,102676.1,0,-79818.19,22857.91,22.26,0.0,22857.91,22.26
Randburg,1904,1426,2024/09/01 07:11,2024/09/28 20:49,ZAR,36341.71,0,-33136.93,3204.78,8.82,10.58,3194.2,8.79
Randburg,1906,4733,2024/09/01 08:41,2024/09/28 20:49,ZAR,37042.39,0,-35072.9,1969.49,5.32,0.0,1969.49,5.32
Randburg,Live,3270,2024/09/01 07:56,2024/09/28 20:14,ZAR,99864.53,0,-86784.13,13080.4,13.1,0.0,13080.4,13.1
Randburg,Prematch,3886,2024/09/01 09:30,2024/09/28 18:28,ZAR,116854.02,0,-97547.37,19306.65,16.52,294.37,19012.28,16.27
White River,Multi-games,2448,2024/09/01 06:58,2024/09/28 18:27,ZAR,13476.03,0,-9616.87,3859.16,28.64,22.37,3836.79,28.47
White River,Lucky #1 (4min),1638,2024/09/01 06:30,2024/09/28 18:39,ZAR,18362.09,0,-17277.16,1084.93,5.91,0.0,1084.93,5.91
White River,Keno - Big 20,3383,2024/09/01 07:34,2024/09/28 20:39,ZAR,119120.15,0,-77911.68,41208.47,34.59,0.0,41208.47,34.59
White River,Numbers,22110,2024/09/01 08:21,2024/09/28 19:34,ZAR,177376.72,0,-162893.98,14482.74,8.16,0.0,14482.74,8.16
White River,SIS 15s & 39s,3523,2024/09/01 09:54,2024/09/28 19:18,ZAR,51935.94,0,-45545.48,6390.46,12.3,0.0,6390.46,12.3
White River,BetGames Lucky 5,3321,2024/09/01 07:59,2024/09/28 18:32,ZAR,68900.2,0,-51657.17,17243.03,25.03,0.0,17243.03,25.03
White River,BetGames Lucky 6,3864,2024/09/01 08:16,2024/09/28 20:30,ZAR,138204.21,0,-105814.82,32389.39,23.44,241.16,32148.23,23.26
White River,BetGames Lucky 7,1335,2024/09/01 07:44,2024/09/28 18:44,ZAR,42757.05,0,-36236.84,6520.21,15.25,0.0,6520.21,15.25
White River,Horse Racing,3393,2024/09/01 08:31,2024/09/28 20:19,ZAR,81255.07,0,-63859.78,17395.29,21.41,112.08,17283.21,21.27
White River,1904,2256,2024/09/01 08:58,2024/09/28 18:38,ZAR,40343.47,0,-32055.75,8287.72,20.54,0.0,8287.72,20.54
White River,1906,3864,2024/09/01 09:58,2024/09/28 21:31,ZAR,76170.14,0,-67320.01,8850.13,11.62,42.43,8807.7,11.56
White River,Live,1912,2024/09/01 07:13,2024/09/28 20:17,ZAR,40226.74,0,-36266.22,3960.52,9.85,0.0,3960.52,9.85
White River,Prematch,469,2024/09/01 07:15,2024/09/28 18:52,ZAR,5827.74,0,-4111.2,1716.54,29.45,0.0,1716.54,29.45
Malvern,Multi-games,3919,2024/10/01 08:40,2024/10/28 20:29,ZAR,37930.92,0,-26931.35,10999.57,29.0,0.0,10999.57,29.0
Malvern,Lucky #1 (4min),2685,2024/10/01 08:32,2024/10/28 18:48,ZAR,96143.63,0,-90448.44,5695.19,5.92,0.0,5695.19,5.92
Malvern,Keno - Big 20,2161,2024/10/01 07:45,2024/10/28 19:18,ZAR,24875.88,0,-22687.75,2188.13,8.8,0.0,2188.13,8.8
Malvern,Numbers,24634,2024/10/01 08:12,2024/10/28 19:19,ZAR,966937.24,0,-769874.52,197062.72,20.38,0.0,197062.72,20.38
Malvern,SIS 15s & 39s,339,2024/10/01 08:44,2024/10/28 21:13,ZAR,7737.08,0,-5987.89,1749.19,22.61,0.0,1749.19,22.61
Malvern,BetGames Lucky 5,390,2024/10/01 07:30,2024/10/28 19:55,ZAR,10957.48,0,-8482.12,2475.36,22.59,0.0,2475.36,22.59
Malvern,BetGames Lucky 6,3073,2024/10/01 08:58,2024/10/28 18:13,ZAR,39192.02,0,-34480.21,4711.81,12.02,0.0,4711.81,12.02
Malvern,BetGames Lucky 7,49,2024/10/01 07:14,2024/10/28 19:23,ZAR,578.24,0,-475.55,102.69,17.76,0.0,102.69,17.76
Malvern,Horse Racing,2292,2024/10/01 09:52,2024/10/28 21:11,ZAR,60859.3,0,-42536.08,18323.22,30.11,0.0,18323.22,30.11
Malvern,1904,4692,2024/10/01 08:44,2024/10/28 21:28,ZAR,27864.94,0,-19308.96,8555.98,30.71,0.0,8555.98,30.71
Malvern,1906,3787,2024/10/01 08:14,2024/10/28 19:21,ZAR,109300.22,0,-84584.29,24715.93,22.61,0.0,24715.93,22.61
Malvern,Live,3659,2024/10/01 08:58,2024/10/28 18:52,ZAR,33766.53,0,-26979.82,6786.71,20.1,131.17,6655.54,19.71
Malvern,Prematch,3106,2024/10/01 09:33,2024/10/28 18:50,ZAR,24319.66,0,-20076.87,4242.79,17.45,0.0,4242.79,17.45
Potchefstroom,Multi-games,4500,2024/10/01 07:11,2024/10/28 19:38,ZAR,38536.7,0,-32044.55,6492.15,16.85,0.0,6492.15,16.85
Potchefstroom,Lucky #1 (4min),148,2024/10/01 06:37,2024/10/28 18:14,ZAR,4017.21,0,-2651.61,1365.6,33.99,0.0,1365.6,33.99
Potchefstroom,Keno - Big 20,3685,2024/10/01 06:24,2024/10/28 18:42,ZAR,23599.16,0,-15955.03,7644.13,32.39,0.0,7644.13,32.39
Potchefstroom,Numbers,111553,2024/10/01 07:49,2024/10/28 19:51,ZAR,4458384.68,0,-3744236.76,714147.92,16.02,0.0,714147.92,16.02
Potchefstroom,SIS 15s & 39s,910,2024/10/01 07:52,2024/10/28 18:39,ZAR,31383.57,0,-23781.49,7602.08,24.22,0.0,7602.08,24.22
Potchefstroom,BetGames Lucky 5,2204,2024/10/01 06:57,2024/10/28 21:54,ZAR,68567.84,0,-51970.51,16597.33,24.21,0.0,16597.33,24.21
Potchefstroom,BetGames Lucky 6,3560,2024/10/01 06:41,2024/10/28 19:10,ZAR,38113.64,0,-26445.81,11667.83,30.61,0.0,11667.83,30.61
Potchefstroom,BetGames Lucky 7,3565,2024/10/01 08:54,2024/10/28 18:31,ZAR,96437.59,0,-68486.96,27950.63,28.98,0.0,27950.63,28.98
Potchefstroom,Horse Racing,640,2024/10/01 06:13,2024/10/28 18:30,ZAR,13592.56,0,-12707.46,885.1,6.51,0.0,885.1,6.51
Potchefstroom,1904,4143,2024/10/01 07:15,2024/10/28 21:30,ZAR,121978.29,0,-82953.19,39025.1,31.99,329.12,38695.98,31.72
Potchefstroom,1906,954,2024/10/01 08:47,2024/10/28 19:29,ZAR,36050.33,0,-31905.84,4144.49,11.5,0.0,4144.49,11.5
Potchefstroom,Live,3104,2024/10/01 06:41,2024/10/28 21:38,ZAR,55946.68,0,-49745.47,6201.21,11.08,0.0,6201.21,11.08
Potchefstroom,Prematch,3786,2024/10/01 08:44,2024/10/28 21:29,ZAR,47082.86,0,-42602.4,4480.46,9.52,0.0,4480.46,9.52
